C,0.163,0.168,0.076,0.074,0.077,0.077,0.078,0.076,0.073,0.077,0.08,0.074,977 [Test]
,0.089,0.093,0.076,0.076,0.078,0.079,0.079,0.078,0.075,0.076,0.081,0.076,900 [Ref]
,0.409,0.416,0.001,-0.012,-0.009,-0.007,-0.006,-0.011,-0.008,0.007,-0.006,-0.008,Pathlength
,2.216,2.175,0.082,0.081,0.08,0.082,0.082,0.08,0.079,0.08,0.08,0.082,670
,5.411,5.234,147.24,-6.652,-9.045,-11.285,-14.67,-7.569,-9.516,11.077,-14.472,-9.78,Corrected [670]
D,0.162,0.165,0.162,0.162,0.162,0.162,0.165,0.171,0.167,0.17,0.169,0.164,977 [Test]
,0.086,0.088,0.085,0.085,0.084,0.085,0.089,0.091,0.085,0.087,0.088,0.084,900 [Ref]
,0.42,0.424,0.425,0.428,0.431,0.429,0.423,0.444,0.454,0.458,0.449,0.444,Pathlength
,1.671,1.689,0.126,0.128,0.125,0.124,0.129,0.133,0.128,0.13,0.125,0.12,670
,3.978,3.979,0.297,0.3,0.291,0.29,0.304,0.299,0.281,0.283,0.278,0.269,Corrected [670]
E,0.165,0.167,0.165,0.164,0.166,0.163,0.168,0.168,0.078,0.078,0.076,0.076,977 [Test]
,0.086,0.087,0.087,0.085,0.086,0.087,0.09,0.085,0.078,0.079,0.077,0.077,900 [Ref]
,0.442,0.443,0.431,0.434,0.443,0.425,0.433,0.462,0,-0.007,-0.011,-0.006,Pathlength
,1.367,1.323,0.127,0.126,0.127,0.128,0.124,0.117,0.08,0.081,0.082,0.081,670
,3.096,2.987,0.294,0.289,0.287,0.302,0.288,0.253,?????,-12.165,-7.721,-14.616,Corrected [670]
F,0.162,0.209,0.084,0.077,0.077,0.077,0.077,0.077,0.078,0.076,0.074,0.076,977 [Test]
,0.084,0.126,0.087,0.078,0.078,0.078,0.078,0.078,0.079,0.077,0.076,0.076,900 [Ref]
,0.431,0.464,-0.017,-0.006,-0.007,-0.007,-0.006,-0.008,-0.004,-0.007,-0.008,-0.004,Pathlength
,0.674,0.657,0.097,0.08,0.081,0.08,0.08,0.08,0.081,0.081,0.081,0.081,670
,1.567,1.415,-5.615,-14.454,-12.075,-12,-14.472,-10.286,-18.27,-11.215,-10.35,-18.135,Corrected [670]
G,0.169,0.172,0.076,0.076,0.077,0.077,0.077,0.076,0.075,0.075,0.075,0.077,977 [Test]
,0.084,0.089,0.077,0.077,0.079,0.078,0.078,0.077,0.076,0.076,0.076,0.078,900 [Ref]
,0.469,0.46,-0.006,-0.007,-0.006,-0.004,-0.004,-0.004,-0.004,-0.005,-0.005,-0.005,Pathlength
,0.436,0.394,0.081,0.08,0.082,0.08,0.08,0.08,0.079,0.079,0.079,0.081,670
,0.928,0.855,-14.526,-12.03,-13.402,-20.623,-17.978,-20.494,-20.391,-15.86,-15.88,-16.1,Corrected [670]
H,0.167,0.183,0.081,0.076,0.08,0.078,0.078,0.082,0.076,0.075,0.077,0.076,977 [Test]
,0.085,0.096,0.082,0.076,0.081,0.079,0.079,0.082,0.076,0.076,0.078,0.077,900 [Ref]
,0.457,0.483,-0.003,-0.002,-0.004,-0.003,-0.004,-0.002,-0.002,-0.003,-0.002,-0.004,Pathlength
,0.116,0.121,0.085,0.079,0.084,0.08,0.08,0.085,0.078,0.078,0.079,0.078,670
,0.254,0.251,-25.47,-47.28,-18.9,-28.944,-20.674,-38.16,-35.055,-23.34,-35.685,-20.16,Corrected [670]
