C,0.169,0.167,0.074,0.076,0.076,0.077,0.078,0.078,0.081,0.075,0.074,0.075,977 [Test]
,0.094,0.093,0.076,0.077,0.078,0.078,0.078,0.079,0.081,0.076,0.075,0.076,900 [Ref]
,0.413,0.41,-0.008,-0.005,-0.008,-0.004,-0.001,-0.004,-0.002,-0.004,-0.005,-0.002,Pathlength
,2.576,2.474,0.08,0.08,0.08,0.08,0.08,0.081,0.084,0.079,0.079,0.079,670
,6.231,6.035,-10.234,-15.96,-10.324,-20.571,-72.09,-18.202,-37.845,-20.34,-15.8,-35.37,Corrected [670]
D,0.163,0.161,0.074,0.076,0.076,0.077,0.077,0.077,0.077,0.075,0.075,0.081,977 [Test]
,0.089,0.087,0.076,0.078,0.078,0.078,0.078,0.078,0.078,0.076,0.075,0.082,900 [Ref]
,0.414,0.414,-0.012,-0.008,-0.007,-0.003,-0.004,-0.002,-0.004,-0.009,-0.004,-0.008,Pathlength
,1.898,1.719,0.08,0.079,0.079,0.079,0.08,0.079,0.079,0.079,0.079,0.087,670
,4.587,4.154,-6.857,-9.516,-11.835,-23.79,-18.045,-47.28,-17.685,-8.899,-17.865,-11.211,Corrected [670]
E,0.162,0.161,0.076,0.077,0.077,0.079,0.078,0.077,0.076,0.077,0.078,0.076,977 [Test]
,0.084,0.085,0.077,0.078,0.077,0.079,0.079,0.077,0.077,0.078,0.08,0.077,900 [Ref]
,0.434,0.427,-0.01,-0.006,-0.002,-0.001,-0.006,-0.002,-0.003,-0.006,-0.007,-0.008,Pathlength
,1.268,1.19,0.079,0.078,0.079,0.08,0.081,0.08,0.077,0.077,0.084,0.082,670
,2.92,2.784,-7.86,-14.022,-47.46,-144.72,-14.508,-47.7,-27.864,-13.914,-11.589,-10.517,Corrected [670]
F,0.161,0.162,0.078,0.078,0.075,0.076,0.077,0.074,0.075,0.077,0.074,0.073,977 [Test]
,0.084,0.085,0.079,0.077,0.075,0.077,0.078,0.075,0.075,0.078,0.076,0.074,900 [Ref]
,0.428,0.426,-0.003,0.006,0.001,-0.004,-0.006,-0.007,0.001,-0.003,-0.011,-0.006,Pathlength
,0.751,0.773,0.078,0.08,0.079,0.079,0.08,0.079,0.079,0.077,0.079,0.079,670
,1.755,1.813,-28.044,14.364,71.1,-20.314,-13.091,-11.805,71.1,-22.98,-7.137,-12.845,Corrected [670]
G,0.162,0.161,0.092,0.076,0.074,0.076,0.077,0.074,0.073,0.077,0.077,0.072,977 [Test]
,0.08,0.084,0.092,0.076,0.077,0.077,0.079,0.076,0.073,0.077,0.078,0.073,900 [Ref]
,0.453,0.429,0.003,0.002,-0.016,-0.008,-0.008,-0.016,0.001,-0.001,-0.009,-0.004,Pathlength
,0.453,0.425,0.092,0.082,0.078,0.079,0.08,0.077,0.079,0.077,0.081,0.078,670
,1,0.991,33.012,49.26,-5.027,-9.444,-10.299,-4.761,141.84,-68.94,-9.068,-19.98,Corrected [670]
H,0.166,0.166,0.077,0.074,0.074,0.077,0.076,0.075,0.073,0.077,0.077,0.075,977 [Test]
,0.083,0.084,0.078,0.074,0.077,0.077,0.077,0.078,0.074,0.078,0.078,0.076,900 [Ref]
,0.46,0.457,-0.004,0.001,-0.017,-0.002,-0.002,-0.016,-0.007,-0.002,-0.007,-0.007,Pathlength
,0.109,0.108,0.077,0.079,0.076,0.08,0.079,0.078,0.079,0.078,0.08,0.079,670
,0.236,0.236,-17.37,142.92,-4.442,-35.82,-35.595,-4.989,-11.865,-35.19,-11.063,-10.883,Corrected [670]
